university_id;association_id;registration_date;fee;name;foundation_date;designation;objective;graduate_id;obs
274;288;18/09/2023;1435;Smith Inc;2/10/2022;International Economics Scholars Council;Support theoretical physics research;116;budget
57;149;15/10/2024;3667;Parrish-Long;25/09/2024;International Sports Management Student Network;Promote criminology research;;
449;554;5/6/2024;126;Larson and Sons;25/07/2023;International Education Consortium;Advance research ethics education;;
152;94;16/12/2022;3006;Diaz LLC;18/09/2022;World Museum and Heritage Studies Association;Advance journalism innovation;;
263;48;22/03/2023;3124;Mccormick, Dudley and Mercado;12/8/2022;International Renewable Materials Consortium;Advance econometrics research;;
261;257;30/03/2024;2991;Zimmerman, Gonzalez and Smith;5/1/2024;International Human Rights Academic Council;Promote open peer?review initiatives;;
171;212;17/09/2022;998;Aguilar-Short;1/9/2022;Global Data Science Student Network;Promote social work student training;;
355;199;11/9/2025;2713;Williams, Freeman and Castro;28/05/2021;World Virtual Reality Research Forum;Promote broadcasting studies;;
148;722;26/12/2024;3364;Ford-Matthews;8/3/2024;Global Community Development Research Alliance;Support development studies research;;
194;862;26/06/2022;3427;Rose, Larson and Miller;10/4/2022;African University Innovation Forum;Advance chemical engineering research;;
63;416;12/5/2024;4319;Cantu, Garcia and Rodgers;28/03/2024;International Patent and Licensing Council;Advance cybersecurity student training;;
415;625;16/01/2026;208;Melendez-Hampton;12/1/2026;World Education Association;Advance arts student collaboration;19;result
331;342;15/03/2022;378;Yates PLC;9/3/2022;Global Artificial Life Research Network;Promote architecture student innovation;;
286;94;8/12/2025;620;Perez-Johnson;4/2/2024;World Museum and Heritage Studies Association;Advance journalism innovation;;
278;155;24/06/2024;1138;Mccoy-Hale;14/04/2024;World Theatre and Performance Student Network;Support space exploration research;;
255;162;6/8/2023;1854;Hall, Taylor and Williams;29/07/2023;World Education Council;Support entrepreneurship research;16;eight
255;162;28/08/2023;1854;Hall, Taylor and Williams;29/07/2023;World Education Council;Support entrepreneurship research;108;position
81;874;10/11/2021;2648;Rodriguez LLC;7/11/2021;World Clean Technology Academic Forum;Advance particle physics research;;
299;714;15/09/2024;707;Moore Ltd;16/08/2024;International Carbon Neutrality Council;Promote quantum physics research;;
54;73;12/6/2024;974;Christian, Fuller and Lewis;26/10/2022;International Film Student Association;Support recycling and circular economy initiatives;;
181;128;17/12/2025;3047;Gross-Moreno;22/06/2021;Global University Association;Promote lifelong learning initiatives;44;sing
357;493;25/10/2025;2919;Logan, Taylor and Howard;19/09/2025;World Cyber Policy Academic Forum;Support IT governance initiatives;;
176;908;11/5/2023;3670;Simon, Baker and Thomas;2/4/2023;World Cognitive Science Research Alliance;Advance cognitive neuroscience research;;
466;348;4/12/2025;3854;Anderson, Shaffer and Reed;8/9/2025;World Career Services Association;Promote geothermal research;;
464;499;20/07/2023;2999;Hayden, Medina and Dickerson;12/1/2023;Global Academic Consortium;Support visual culture research;;
141;899;28/03/2025;4793;Ochoa LLC;30/12/2021;Mediterranean Academic Exchange Group;Advance renewable energy research;158;up
141;899;28/03/2025;4793;Ochoa LLC;30/12/2021;Mediterranean Academic Exchange Group;Advance renewable energy research;188;child
90;168;10/4/2023;2628;Page PLC;25/01/2023;World University Collaboration Forum;Support employment policy research;14;whether
90;168;17/02/2023;2628;Page PLC;25/01/2023;World University Collaboration Forum;Support employment policy research;75;within
308;745;21/06/2025;1392;Smith-Miller;2/4/2023;Global Theoretical Physics Network;Promote satellite technology research;180;summer
324;648;22/04/2023;1335;Austin-Gomez;5/3/2023;World Health Sciences Academic Network;Strengthen academic integrity standards;;
17;955;21/12/2023;4590;Jones-Ford;26/09/2023;World Public Health Student Network;Advance technology transfer initiatives;194;base
419;232;4/11/2024;2947;Martinez PLC;15/10/2022;International Learning Analytics Council;Support computing student development;;
257;851;29/12/2022;3204;Wilson-Johnson;18/11/2022;World Media Studies Student Council;Support media studies student initiatives;49;enough
331;531;23/06/2024;588;Yates PLC;9/3/2022;International Speech and Hearing Sciences Society;Advance supply chain research;;
254;445;17/05/2023;2729;Nichols, Mills and James;26/02/2023;World Research Collaboration Council;Promote enrollment management research;;
210;494;15/12/2023;400;Jones and Sons;11/12/2023;World Scholars Network;Advance embedded systems research;140;management
178;433;19/02/2022;781;Myers Inc;4/7/2021;World University Innovation Network;Advance counseling research;154;book
34;69;9/5/2025;4447;Jones Group;11/2/2025;International Academic Collaboration Forum;Advance peacekeeping research;;
414;87;20/01/2026;1111;Wade Group;2/5/2025;World Energy Storage Academic Forum;Advance renewable energy research;4;third
151;135;17/02/2025;1746;Webb, Nelson and Moon;3/1/2022;World Journalism Innovation Forum;Promote academic publishing development;3;course
151;135;17/02/2025;1746;Webb, Nelson and Moon;3/1/2022;World Journalism Innovation Forum;Promote academic publishing development;48;first
151;135;17/02/2025;1746;Webb, Nelson and Moon;3/1/2022;World Journalism Innovation Forum;Promote academic publishing development;170;by
451;2;25/03/2023;4985;Davis Group;26/02/2023;International Musicology Association;Promote design student innovation;;
468;629;20/09/2022;2227;Casey-Brooks;16/08/2022;Global Process Engineering Research Network;Promote biology student development;;
56;724;4/9/2025;621;Lopez, Davis and Gonzalez;1/8/2025;International Scholars Association;Promote sculpture research;;
189;650;21/03/2022;4916;Osborne, Phillips and Francis;27/08/2021;World Instructional Design Academic Forum;Promote grant writing excellence;;
380;593;16/07/2024;2647;Spears-Hernandez;23/09/2022;International Musicology Association;Support multilingual learning environments;88;trade
380;593;16/07/2024;2647;Spears-Hernandez;23/09/2022;International Musicology Association;Support multilingual learning environments;105;technology
378;889;24/07/2024;1431;Velazquez, Wallace and Johnson;6/5/2023;European Digital Innovation Council;Promote art history scholarship;;
33;80;15/12/2023;2328;Obrien, Thomas and Robinson;14/11/2023;International Corporate Finance Society;Advance computing student research;;
318;339;20/01/2024;1525;Giles Ltd;5/9/2022;International Sociology Scholars Network;Advance criminology research initiatives;182;but
330;998;7/4/2026;2277;Harris-Stevenson;28/01/2026;International Model United Nations Council;Advance security studies research;;
446;665;18/11/2024;916;Henry-Harrington;23/02/2021;Global Macroeconomics Research Network;Advance applied mathematics research;150;night
145;373;10/3/2024;2349;Brown-Freeman;18/02/2024;International Research Association;Support cosmology research;;
395;598;15/04/2024;823;Garza Inc;31/03/2024;International Food Science and Nutrition Council;Advance economics student research;;
91;551;8/8/2025;1583;Li Inc;4/4/2024;International Academic Council;Promote photography studies;;
111;567;23/10/2024;3148;Lopez, Wall and Mitchell;14/07/2024;International Institutional Research Council;Promote theatre and performance education;168;state
132;242;6/2/2025;377;Jones, Black and Hayes;22/08/2023;Global University Inclusion Council;Support cybersecurity policy research;;
141;636;7/4/2023;2901;Ochoa LLC;30/12/2021;Global Education Forum;Advance organizational behavior studies;158;up
141;636;7/4/2023;2901;Ochoa LLC;30/12/2021;Global Education Forum;Advance organizational behavior studies;188;child
70;21;14/05/2023;3241;Clark, Blake and Miller;31/10/2021;World Computational Biology Consortium;Advance retail studies research;;
279;471;23/06/2023;2706;Preston and Sons;1/4/2023;World Quality Management Academic Forum;Support open?access research initiatives;;
50;541;19/07/2023;3625;Trevino, Pena and Carlson;10/9/2021;International Digital Skills Council;Support wind research;;
348;76;18/09/2025;1204;Marshall and Sons;13/07/2025;International Startup Incubator Network;Advance industrial design research;;
49;389;19/11/2025;3676;Anderson, Ramos and Ortiz;26/10/2025;Global Community Development Research Alliance;Advance game design research;186;thank
172;456;2/12/2025;1524;Davidson-Silva;2/11/2025;World Seismology and Earthquake Studies Network;Promote honors education programs;;
197;48;24/07/2022;3824;Ortiz PLC;7/7/2022;International Renewable Materials Consortium;Advance econometrics research;;
444;537;1/11/2021;4095;Clark Ltd;30/09/2021;International Physics Collaboration Network;Promote student leadership development;;
108;643;25/04/2024;2921;Steele-Hayden;21/03/2024;World Automation in Learning Forum;Advance security studies research;;
452;124;15/09/2024;1407;Cox, Pham and Rodriguez;3/2/2024;Global Gifted Education Network;Promote AI governance research;60;away
452;124;15/09/2024;1407;Cox, Pham and Rodriguez;3/2/2024;Global Gifted Education Network;Promote AI governance research;137;owner
332;1000;23/01/2025;1239;Cox, Mendoza and Taylor;11/9/2024;Global Research Network;Advance law research;10;turn
23;997;11/7/2025;1647;Mclean-Powell;15/03/2021;World Renewable Infrastructure Consortium;Enhance campus safety programs;72;remain
23;997;11/7/2025;1647;Mclean-Powell;15/03/2021;World Renewable Infrastructure Consortium;Enhance campus safety programs;138;life
457;73;8/12/2021;769;Martinez Ltd;15/10/2021;International Film Student Association;Support recycling and circular economy initiatives;79;instead
85;505;19/11/2025;135;Ware-Murphy;15/10/2025;Global Education Policy Research Forum;Promote inclusive learning environments;;
495;423;10/9/2024;2423;Foster Group;16/01/2023;International Education Consortium;Support communication research;;
358;397;18/11/2023;3580;Conley Inc;15/11/2023;International Innovation Transfer Society;Promote criminology research;87;store
252;626;23/04/2023;2321;Simpson, Vaughan and Mcdonald;29/01/2023;Global Service Learning Network;Support digital media research;181;along
307;772;22/09/2021;2241;Hardin-Pearson;8/9/2021;International Broadcasting Studies Council;Support sculpture and visual culture studies;;
36;941;6/6/2024;2072;Davis and Sons;1/6/2024;International Diversity and Equity Forum;Advance blockchain research;;
310;212;21/09/2023;143;Love-Jones;6/9/2023;Global Data Science Student Network;Promote social work student training;36;of
44;42;19/02/2025;3692;Rivera PLC;21/03/2022;Global Strategic Studies Network;Support climate change mitigation research;149;again
449;779;30/03/2025;4252;Larson and Sons;25/07/2023;Global Research Network;Support theoretical physics research;;
171;671;6/9/2022;4671;Aguilar-Short;1/9/2022;Global Knowledge Exchange Consortium;Promote poverty reduction research;;
67;288;23/04/2025;129;Bryant Inc;2/10/2022;International Economics Scholars Council;Support theoretical physics research;120;amount
271;637;19/04/2023;3251;Carson, Rodriguez and Good;7/2/2023;Asian Academic Excellence Council;Develop joint academic degree initiatives;6;product
494;703;2/3/2025;2355;Caldwell, Powers and Gray;9/1/2025;International Sports Medicine Council;Promote automation research;165;actually
234;530;15/07/2023;851;Hansen PLC;16/04/2023;International Education Student Society;Advance research ethics education;98;machine
110;699;18/09/2024;3826;Manning Group;5/11/2021;Global Hydrogen Research Network;Enhance undergraduate research opportunities;142;industry
165;127;8/1/2026;4506;Ramos PLC;13/12/2021;Global Biotechnology Innovation Council;Advance employability research;;
415;608;17/02/2026;4426;Melendez-Hampton;12/1/2026;Middle East University Collaboration Forum;Promote AI student research;19;result
309;443;22/12/2024;1498;Pittman-Diaz;10/12/2024;International Social Sciences Partnership;Advance econometrics research;148;among
378;804;24/12/2024;4411;Velazquez, Wallace and Johnson;6/5/2023;Global Brain Research Academic Network;Promote HCI research;;
26;942;30/01/2024;4113;Taylor Ltd;1/11/2023;Global Artificial Life Research Network;Support organizational behavior research;129;institution
65;796;3/6/2025;1994;Dennis Ltd;30/08/2022;World Graduate Studies Academic Forum;Support graduate student success initiatives;83;defense
249;227;12/4/2025;3413;Mcgrath and Sons;14/05/2024;Global Process Engineering Research Network;Support graduate student success initiatives;121;be
160;212;24/10/2024;4011;Rodriguez, Patel and Haas;2/8/2024;Global Data Science Student Network;Promote social work student training;;
74;702;20/05/2025;3887;Sanchez Group;4/3/2025;World Law Student Academic Forum;Support mechatronics research;;
85;666;30/12/2025;1215;Ware-Murphy;15/10/2025;International Society for Applied Sciences;Promote blockchain research collaboration;;
285;375;24/11/2024;2741;Huerta and Sons;11/11/2021;Global Student Empowerment Network;Support UX research initiatives;;
6;462;20/02/2026;505;Randall Inc;23/11/2025;International Robotics Student Council;Support hospitality student development;135;its
145;26;12/10/2024;4054;Brown-Freeman;18/02/2024;International Organizational Behavior Society;Advance environmental student leadership;;
144;705;16/05/2024;4845;Fischer, Weber and Marsh;26/04/2021;Global Research Administration Network;Advance teaching excellence initiatives;;
500;457;14/10/2021;1827;Warren, Mason and Perez;10/5/2021;Global Sustainable Agriculture Alliance;Support philosophy student development;;
167;293;13/04/2022;660;Blackwell, Baker and Morgan;31/01/2022;International Carbon Neutrality Council;Advance industrial design research;;
216;208;11/11/2024;3184;Curry PLC;9/6/2024;Middle East University Collaboration Forum;Promote astrophysics collaboration;;
216;259;18/07/2024;472;Curry PLC;9/6/2024;Global Structural Engineering Research Network;Promote hydrogen research;;
194;815;28/09/2024;1152;Rose, Larson and Miller;10/4/2022;International Geotechnical Studies Society;Advance reactor safety studies;;
341;133;6/6/2021;349;Gonzales, Donovan and Wilson;23/05/2021;International Research Consortium;Support energy storage research;;
22;370;1/1/2026;3286;Delgado-Brown;29/04/2021;World Transportation Engineering Council;Support alumni relations development;;
352;165;7/3/2022;3756;Romero Inc;18/02/2022;International Waste Management Society;Advance adult education programs;196;law
244;237;3/11/2024;4934;Sullivan, Cortez and Spencer;5/12/2023;World Hybrid Learning Academic Forum;Advance trade research;;
55;358;29/09/2023;1668;Barnett, Martin and Fischer;9/8/2023;International Broadcasting Studies Council;Support campus activities development;;
473;34;17/09/2022;1672;Burns, Anderson and Richardson;12/5/2022;Global Research Universities Alliance;Promote animation research;146;husband
40;711;15/11/2025;324;Carey-Hansen;14/03/2025;Global Employment Policy Research Network;Advance strategic studies research;30;attack
435;815;25/10/2024;3333;Lee Group;25/09/2024;International Geotechnical Studies Society;Advance reactor safety studies;;
386;451;18/01/2025;4112;Suarez, Martinez and Bell;9/2/2022;World Econometrics Academic Forum;Advance athletic performance research;198;involve
444;283;29/06/2022;1511;Clark Ltd;30/09/2021;International Geothermal Studies Society;Promote design student innovation;;
48;454;7/11/2022;2861;Anderson and Sons;30/10/2022;International Environmental Law Council;Advance urban economics research;191;mission
338;855;12/6/2025;290;Patrick Group;7/3/2023;International Archival Studies Council;Promote mathematics student excellence;;
231;338;20/08/2024;128;Munoz Group;30/07/2024;World Leadership Studies Academic Forum;Support philosophy student development;;
218;950;16/07/2025;1666;Romero-Warner;2/7/2025;International Neuroscience Scholars Group;Promote LGBTQ+ inclusion in universities;;
384;758;21/04/2024;1204;Shah Group;6/3/2024;World Zero-Waste Education Forum;Advance trade research;20;general
30;52;5/9/2023;636;Lee PLC;25/07/2023;International Blockchain Research Group;Promote satellite research;127;once
117;938;14/05/2022;4642;Rogers LLC;14/05/2022;International Anthropology Student Network;Promote sociology student collaboration;;
482;390;5/3/2024;2297;Berry Group;24/04/2023;International Scholars Association;Promote labor economics research;;
299;475;27/08/2024;2779;Moore Ltd;16/08/2024;World Graduate Studies Academic Forum;Advance astronomy research;;
159;162;12/7/2022;2662;Gilbert-Oconnor;10/7/2021;World Education Council;Support entrepreneurship research;;
223;873;21/12/2025;3192;Long, Romero and Kim;21/01/2022;Global Artificial Life Research Network;Support open educational resources;;
173;133;4/1/2024;3646;Floyd-Salazar;18/11/2023;International Research Consortium;Support energy storage research;;
281;382;15/01/2024;1187;Wagner, Donaldson and Horn;17/11/2023;Global Research Administration Network;Promote business management research;;
468;472;9/9/2024;691;Casey-Brooks;16/08/2022;International Interdisciplinary Studies Forum;Support development studies research;;
447;888;5/2/2026;459;Aguilar-Martinez;11/3/2022;World Insurance and Risk Management Forum;Support environmental student initiatives;43;economic
100;364;15/10/2023;652;Shaw Inc;5/8/2023;International AI Ethics Council;Support animation student development;;
33;830;3/8/2025;4298;Obrien, Thomas and Robinson;14/11/2023;World University Sustainability Forum;Strengthen global research infrastructure;;
398;367;7/11/2022;1662;Rogers and Sons;5/7/2022;International Sustainability Student Council;Support real estate research;;
425;256;15/04/2025;236;Jennings and Sons;12/2/2025;Global Arts Student Collective;Advance curriculum innovation research;;
206;458;12/12/2021;1995;Mckinney PLC;15/09/2021;International Military History Research Group;Advance criminology research initiatives;;
454;583;28/08/2024;2638;Flores Ltd;6/9/2021;International Supply Chain Research Group;Promote critical thinking development;155;risk
118;696;28/08/2023;4080;Baird, Carter and Thompson;28/06/2023;International Research Council;Promote quantum physics research;101;similar
118;696;15/08/2023;4080;Baird, Carter and Thompson;28/06/2023;International Research Council;Promote quantum physics research;163;issue
355;74;4/8/2024;4411;Williams, Freeman and Castro;28/05/2021;World Virtual Reality Research Forum;Promote criminology research;;
284;884;14/11/2024;132;Jones-Cook;17/09/2024;International Humanities Scholars Union;Advance equitable access to education;;
150;786;14/10/2023;4948;Zimmerman-Bridges;16/07/2023;International Operations Research Society;Support higher education policy studies;61;fast
371;776;25/08/2024;4805;Riley, Roy and Mendoza;9/9/2022;World Academic Mentorship Network;Advance peacekeeping research;;
289;901;10/5/2025;2510;Haas, Nguyen and Rich;22/03/2025;Global Textile Engineering Research Network;Advance cybersecurity policy research;115;central
474;803;27/01/2026;4862;Lewis and Sons;14/02/2025;Global Academic Association;Advance security studies research;;
487;535;16/07/2025;1105;Hoffman, Higgins and Mayo;2/6/2025;Global Campus Wellbeing Network;Promote AI governance research;52;side
356;836;14/10/2024;4902;Castillo, Parrish and Roberts;8/1/2022;International Online Learning Council;Advance eLearning research;;
470;412;3/7/2024;4463;Shaw, Lopez and York;23/05/2024;Arctic Circle University Partnership;Advance journalism innovation;;
250;158;14/08/2025;2770;Green and Sons;27/11/2021;International Social Work Scholars Network;Support water resources research;;
62;907;25/02/2024;4011;Brooks, Sanders and Allen;30/11/2023;International University Partnership Network;Advance applied mathematics research;;
348;556;29/09/2025;3034;Marshall and Sons;13/07/2025;World Distance Education Academic Forum;Advance geotechnical research;;
202;431;18/08/2023;4659;Bradshaw Group;9/6/2023;Global Multidisciplinary Research Alliance;Support multilingual education initiatives;132;candidate
433;402;8/9/2025;2708;Moore and Sons;24/08/2025;World University Network;Promote computational mathematics research;92;research
336;777;25/07/2024;2308;Williams-Carter;22/05/2024;Global Medical Education Scholars Forum;Advance data analytics research;;
425;250;12/4/2025;232;Jennings and Sons;12/2/2025;International Business Student Council;Advance arts student collaboration;;
20;40;14/07/2023;4974;Moreno, Johnson and Stephens;7/7/2023;World Digital Humanities Collective;Advance literacy education research;;
4;688;18/12/2021;4869;Lynch Group;29/09/2021;International Computing Research Society;Support human rights law initiatives;;
102;294;25/09/2023;4678;Ward, Barnes and Chavez;12/7/2023;World Alumni Engagement Forum;Support communication research;;
6;324;18/01/2026;2150;Randall Inc;23/11/2025;World Peer Support Academic Forum;Advance environmental student leadership;135;its
118;229;21/02/2024;4408;Baird, Carter and Thompson;28/06/2023;World Journalism Innovation Forum;Promote fintech research;101;similar
118;229;21/02/2024;4408;Baird, Carter and Thompson;28/06/2023;World Journalism Innovation Forum;Promote fintech research;163;issue
354;37;6/3/2025;2185;Hopkins LLC;3/6/2021;International Mathematics Education Society;Promote solar research;;
24;858;14/12/2025;2854;Reyes-Jacobson;30/05/2022;International Forestry and Ecology Forum;Enhance creativity and innovation education;;
313;183;11/3/2023;3955;Moore, Carter and Lopez;3/12/2022;International Computing Research Society;Advance particle physics research;197;debate
156;493;26/02/2026;4023;Bass, Bruce and Anderson;26/12/2025;World Cyber Policy Academic Forum;Support IT governance initiatives;;
455;899;31/01/2023;1065;Fuentes-Dominguez;4/1/2023;Mediterranean Academic Exchange Group;Advance renewable energy research;193;success
95;159;11/11/2022;436;Patterson Inc;26/08/2022;Global Astrophysics Research Network;Advance industrial design innovation;119;leg
347;498;25/03/2025;1044;Kent, Erickson and Stone;24/01/2025;International Academic Forum;Promote broadcasting research;;
345;256;8/7/2025;174;Sanders, Clayton and Williams;10/7/2021;Global Arts Student Collective;Advance curriculum innovation research;161;too
345;256;8/7/2025;174;Sanders, Clayton and Williams;10/7/2021;Global Arts Student Collective;Advance curriculum innovation research;175;little
289;681;15/06/2025;3933;Haas, Nguyen and Rich;22/03/2025;World Computational Mathematics Forum;Advance peace studies;115;central
372;456;24/03/2024;3102;Carson LLC;25/02/2022;World Seismology and Earthquake Studies Network;Promote honors education programs;;
70;851;10/12/2021;1853;Clark, Blake and Miller;31/10/2021;World Media Studies Student Council;Support media studies student initiatives;;
102;525;3/10/2023;3593;Ward, Barnes and Chavez;12/7/2023;Global Occupational Therapy Academic Forum;Promote game development student initiatives;;
44;95;25/05/2022;2349;Rivera PLC;21/03/2022;World Computational Mathematics Forum;Support space exploration research;149;again
155;405;11/10/2024;4426;Richardson Group;20/07/2024;Global Communication Student Network;Advance physics student collaboration;;
466;421;13/11/2025;1405;Anderson, Shaffer and Reed;8/9/2025;International Hospitality Student Society;Promote governance and policy studies;;
451;556;4/10/2023;2177;Davis Group;26/02/2023;World Distance Education Academic Forum;Advance geotechnical research;;
154;863;13/07/2025;125;Trujillo and Sons;8/7/2025;World Hydrology and Water Systems Alliance;Support digital skills development;56;first
154;863;6/8/2025;125;Trujillo and Sons;8/7/2025;World Hydrology and Water Systems Alliance;Support digital skills development;130;challenge
154;863;27/07/2025;125;Trujillo and Sons;8/7/2025;World Hydrology and Water Systems Alliance;Support digital skills development;134;case
488;698;26/11/2022;2298;Butler-King;20/11/2022;Pan-African Academic Development Council;Support early?career researchers;26;knowledge
59;375;12/1/2026;536;Reyes-Oconnor;2/7/2021;Global Student Empowerment Network;Support UX research initiatives;124;nearly
399;890;9/11/2022;720;Lee, Bailey and Adams;24/02/2021;International Renewable Materials Consortium;Advance intelligence and strategic studies;;
143;230;3/4/2021;3815;Golden-Dodson;28/02/2021;International Data Privacy Council;Support contract law research;;
168;584;9/12/2024;2622;Harding, Finley and Hall;31/10/2024;International Internship Programs Council;Support UX research;29;six
168;584;26/01/2025;2622;Harding, Finley and Hall;31/10/2024;International Internship Programs Council;Support UX research;109;election
411;3;11/7/2022;3613;Kennedy, Chavez and Welch;20/03/2022;International University Consortium;Promote polymer science research;178;answer
383;204;27/06/2025;4095;Odom-Jones;3/8/2022;International Citation Analysis Council;Advance retail studies research;;
15;322;11/6/2022;352;Glover, Carter and Thomas;10/3/2022;International Ethics and Moral Philosophy Council;Support production engineering research;126;ready
433;164;3/10/2025;2771;Moore and Sons;24/08/2025;International Atmospheric Science Association;Promote responsible data governance;92;research
372;490;7/7/2022;1956;Carson LLC;25/02/2022;International Augmented Reality Council;Support communication research initiatives;;
334;341;15/03/2023;4306;Hogan LLC;20/11/2022;Global Athletic Performance Research Alliance;Advance heritage preservation research;;
269;48;7/12/2023;1447;Jackson, Walton and Gonzalez;21/09/2023;International Renewable Materials Consortium;Advance econometrics research;62;back
136;683;19/03/2026;159;Moore-Hansen;11/2/2026;International Biology Student Society;Promote learning analytics research;;
161;557;23/11/2022;4804;Thomas, Marshall and Christian;4/11/2022;World Literature Student Council;Support undergraduate research expansion;;
404;286;27/12/2025;1846;Mcclure Group;14/12/2025;International Energy Economics Council;Support financial mathematics research;;
317;10;24/10/2024;2754;Rangel-Martinez;11/10/2024;International Undergraduate Research Society;Support mental health research;;
125;393;14/08/2024;3274;Smith-Carter;22/05/2024;Global Student Innovation Network;Support forensic science research;;
290;999;3/4/2022;1884;Hamilton PLC;19/01/2022;Global Ecology and Conservation Forum;Advance software engineering research;;
138;936;22/06/2024;3137;Huynh-Smith;16/05/2024;International Mathematics Education Society;Advance teaching excellence initiatives;;
224;128;5/12/2024;2038;Simpson, Stokes and Keller;11/5/2022;Global University Association;Promote lifelong learning initiatives;;
13;25;29/10/2022;3181;Jones-Rivera;11/6/2022;International Cosmology Studies Society;Promote online learning innovation;;
333;779;11/6/2023;4795;Stephens Group;28/11/2022;Global Research Network;Support theoretical physics research;;
350;499;2/8/2023;2927;Townsend, Jackson and Bean;2/10/2021;Global Academic Consortium;Support visual culture research;;
316;542;30/05/2023;1876;Horn, Miller and Travis;30/01/2022;International Animation Studies Society;Advance journalism innovation research;195;through
481;281;26/11/2023;2164;Contreras-Hernandez;7/11/2023;Central European Research Collective;Support open?access research initiatives;;
473;510;8/4/2025;3862;Burns, Anderson and Richardson;12/5/2022;World Research Network;Promote HR research;146;husband
383;303;4/2/2024;4895;Odom-Jones;3/8/2022;Global University Accreditation Forum;Promote academic assessment development;;
423;371;29/10/2025;471;Wallace-Thompson;22/10/2025;International Planetary Science Forum;Support mental health research;;
15;575;2/7/2022;3203;Glover, Carter and Thomas;10/3/2022;Global Human-Computer Interaction Network;Advance art history research;126;ready
352;868;3/1/2024;724;Romero Inc;18/02/2022;World Transportation Infrastructure Forum;Promote civil engineering innovation;196;law
57;743;23/11/2024;3242;Parrish-Long;25/09/2024;International Open Access Society;Support energy storage research;;
50;371;24/03/2023;3102;Trevino, Pena and Carlson;10/9/2021;International Planetary Science Forum;Support mental health research;;
288;977;1/9/2021;3504;Adams, Little and Davis;5/4/2021;Global Climate Action University Network;Promote astrophysics research;;
498;782;9/12/2023;1852;Wilson Group;26/10/2023;Global Hospitality and Tourism Education Alliance;Advance technology transfer initiatives;;
206;335;10/11/2021;1544;Mckinney PLC;15/09/2021;Global Investment Research Network;Promote actuarial science studies;;
269;888;30/09/2023;1800;Jackson, Walton and Gonzalez;21/09/2023;World Insurance and Risk Management Forum;Support environmental student initiatives;62;back
350;1;20/03/2023;602;Townsend, Jackson and Bean;2/10/2021;Global Literacy Development Network;Support contract law research;;
337;308;25/07/2023;1506;Cervantes-Singleton;13/05/2023;International AI Student Research Group;Promote transportation infrastructure research;;
181;713;15/05/2022;1989;Gross-Moreno;22/06/2021;International Ethics in Education Council;Enhance executive education programs;44;sing
335;191;29/12/2023;3291;Griffin, Henry and Price;8/11/2023;World Literature Student Council;Advance communication student research;;
39;577;10/8/2022;2623;Perry, Cervantes and Kent;20/12/2021;Global Student Enterprise Council;Promote manufacturing research;;
406;938;9/7/2025;3747;Roy-Castillo;15/12/2023;International Anthropology Student Network;Promote sociology student collaboration;;
356;285;17/08/2025;1258;Castillo, Parrish and Roberts;8/1/2022;Global University Leadership Network;Advance AR research;;
419;372;24/10/2022;2794;Martinez PLC;15/10/2022;International Education Council;Support statistics research;;
285;874;5/4/2023;4845;Huerta and Sons;11/11/2021;World Clean Technology Academic Forum;Advance particle physics research;;
350;612;16/11/2021;2713;Townsend, Jackson and Bean;2/10/2021;Global Employability Research Network;Advance astronomy research;;
204;593;25/08/2022;1256;Green-Warren;3/7/2022;International Musicology Association;Support multilingual learning environments;;
467;84;2/3/2022;1844;Hernandez-Oliver;21/05/2021;World Research Association;Promote satellite research;;
374;522;31/12/2023;1057;Robles-Lee;14/12/2023;International Compliance in Education Society;Advance aerospace research;;
450;984;1/7/2023;4925;Chan, Lewis and Martin;5/6/2023;Global Student Innovation Network;Advance animation student development;;
413;647;24/08/2025;2471;Andrews-Guerra;8/6/2025;World Career Services Association;Advance leadership research;34;end
280;952;28/03/2023;4208;Johnson Inc;8/5/2021;International Robotics in Education Society;Support psychology student development;;
209;163;7/4/2025;2258;Brennan-Fletcher;26/11/2023;International Study Abroad Council;Promote cross?disciplinary problem?solving;;
488;720;10/12/2024;3872;Butler-King;20/11/2022;Global Residence Life Professionals Network;Support accounting research;26;knowledge
469;773;13/12/2025;1577;Kidd, Pearson and Gray;19/09/2025;Global Game Design Academic Network;Advance strategic studies research;118;tax
98;601;7/9/2021;163;Fuentes Group;23/07/2021;International eLearning Research Society;Support contract law research;;
193;565;1/5/2022;1826;Juarez, Jones and Huang;21/03/2022;World Cognitive Science Research Alliance;Support hospitality student development;28;sport
193;565;22/05/2022;1826;Juarez, Jones and Huang;21/03/2022;World Cognitive Science Research Alliance;Support hospitality student development;82;another
193;565;18/06/2022;1826;Juarez, Jones and Huang;21/03/2022;World Cognitive Science Research Alliance;Support hospitality student development;112;picture
430;662;13/09/2022;1541;Martinez-Lopez;18/12/2021;International Accreditation Professionals Council;Support heritage preservation research;;
272;553;21/01/2025;4853;Smith Ltd;8/1/2022;International Research Council;Advance reactor safety research;177;price
365;142;17/05/2025;3070;Anderson-Hall;12/12/2022;International Electrical Engineering Council;Support UX research initiatives;;
235;536;12/6/2023;4393;Berry and Sons;29/10/2022;International Public Health Scholars Forum;Promote fintech research;38;professional
219;321;4/2/2024;3111;Clark Ltd;6/11/2023;International Agricultural Economics Society;Support grant?writing training;162;growth
168;743;1/1/2025;3319;Harding, Finley and Hall;31/10/2024;International Open Access Society;Support energy storage research;29;six
